OA,Super Group,Super Group Name,Group,Group Name,Sub Group,Local Authority
E00005565,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005566,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005567,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005568,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005570,C,Settled Asians,C2,Transport service workers,C2b,Croydon
E00005571,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005572,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005573,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005574,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005575,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005576,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005577,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005578,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005579,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005580,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005581,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005582,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005583,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005584,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005585,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005586,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005587,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005588,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005589,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005590,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005591,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005592,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005593,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005594,H,Ageing City Fringe,H1,Detached retirement,H1b,Croydon
E00005595,H,Ageing City Fringe,H1,Detached retirement,H1b,Croydon
E00005596,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005597,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005598,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005599,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005600,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005601,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005602,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005603,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005604,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005605,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005606,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005607,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005608,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005609,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Croydon
E00005610,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Croydon
E00005611,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Croydon
E00005612,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005613,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005614,H,Ageing City Fringe,H1,Detached retirement,H1b,Croydon
E00005615,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005616,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005617,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005618,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005619,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005620,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005621,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Croydon
E00005622,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005623,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Croydon
E00005624,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005625,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005626,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005627,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005628,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005629,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005630,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005631,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005632,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005633,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Croydon
E00005634,H,Ageing City Fringe,H2,Not quite Home Counties,H2b,Croydon
E00005635,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005636,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005637,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005638,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Croydon
E00005639,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005640,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005641,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005642,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005643,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Croydon
E00005644,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Croydon
E00005645,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Croydon
E00005646,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005647,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005648,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005649,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005650,H,Ageing City Fringe,H1,Detached retirement,H1b,Croydon
E00005651,H,Ageing City Fringe,H1,Detached retirement,H1c,Croydon
E00005652,F,London Life-Cycle,F2,Affluent suburbs,F2a,Croydon
E00005653,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Croydon
E00005654,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005655,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005656,F,London Life-Cycle,F2,Affluent suburbs,F2b,Croydon
E00005657,F,London Life-Cycle,F1,City enclaves,F1a,Croydon
E00005658,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005659,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005660,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005661,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005662,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005663,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Croydon
E00005664,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005665,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005666,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Croydon
E00005667,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005668,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005669,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005670,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005671,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005672,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005673,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005674,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005675,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005676,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005677,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005678,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005679,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Croydon
E00005680,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005681,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005682,F,London Life-Cycle,F2,Affluent suburbs,F2a,Croydon
E00005683,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005684,F,London Life-Cycle,F2,Affluent suburbs,F2a,Croydon
E00005685,F,London Life-Cycle,F2,Affluent suburbs,F2a,Croydon
E00005686,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005687,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005688,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005689,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005690,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005691,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005692,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005693,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005694,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005695,F,London Life-Cycle,F2,Affluent suburbs,F2b,Croydon
E00005696,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005697,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005698,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Croydon
E00005699,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005700,F,London Life-Cycle,F2,Affluent suburbs,F2b,Croydon
E00005701,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005702,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005703,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005704,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005705,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005706,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005707,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005708,C,Settled Asians,C1,Asian owner occupiers,C1b,Croydon
E00005709,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005710,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005711,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005712,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005713,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005714,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005715,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005716,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005718,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005719,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005720,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005721,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005722,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005723,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005724,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005725,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005726,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005727,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005728,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005729,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005730,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005731,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005732,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005733,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005734,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005735,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005736,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005737,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005738,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005739,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005740,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005741,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005742,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005743,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005744,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005745,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005746,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Croydon
E00005747,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005748,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005749,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005751,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005752,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005753,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005754,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005755,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005756,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005757,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005758,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005759,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005760,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005761,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005762,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005763,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005764,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005765,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005766,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005767,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005768,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005769,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005770,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005771,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005772,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005773,C,Settled Asians,C4,Elderly Asians,C4b,Croydon
E00005774,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005775,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005776,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005777,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005778,F,London Life-Cycle,F2,Affluent suburbs,F2a,Croydon
E00005779,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Croydon
E00005780,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005781,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005782,C,Settled Asians,C1,Asian owner occupiers,C1b,Croydon
E00005783,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005784,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005785,C,Settled Asians,C1,Asian owner occupiers,C1b,Croydon
E00005786,H,Ageing City Fringe,H1,Detached retirement,H1a,Croydon
E00005787,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005788,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005789,C,Settled Asians,C4,Elderly Asians,C4a,Croydon
E00005790,C,Settled Asians,C1,Asian owner occupiers,C1b,Croydon
E00005791,C,Settled Asians,C4,Elderly Asians,C4a,Croydon
E00005792,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005793,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005794,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005795,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Croydon
E00005796,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005797,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005798,C,Settled Asians,C1,Asian owner occupiers,C1b,Croydon
E00005799,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005800,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005801,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005802,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005803,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005804,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005805,F,London Life-Cycle,F2,Affluent suburbs,F2a,Croydon
E00005806,C,Settled Asians,C4,Elderly Asians,C4b,Croydon
E00005807,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005808,E,City Vibe,E1,City & student fringe,E1a,Croydon
E00005809,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005810,E,City Vibe,E2,Graduation occupation,E2a,Croydon
E00005811,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005812,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005813,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005814,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005816,F,London Life-Cycle,F2,Affluent suburbs,F2b,Croydon
E00005817,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005818,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005819,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005820,F,London Life-Cycle,F2,Affluent suburbs,F2b,Croydon
E00005821,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005822,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Croydon
E00005823,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005824,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005825,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005826,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Croydon
E00005827,H,Ageing City Fringe,H2,Not quite Home Counties,H2a,Croydon
E00005828,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Croydon
E00005829,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005830,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005831,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005832,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Croydon
E00005833,C,Settled Asians,C1,Asian owner occupiers,C1a,Croydon
E00005834,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005835,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005836,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005837,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005838,E,City Vibe,E1,City & student fringe,E1b,Croydon
E00005839,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005840,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005841,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005842,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005843,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Croydon
E00005844,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005845,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005846,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Croydon
E00005848,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
E00005849,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Croydon
E00005850,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Croydon
